iteration,topic,domain,method,generator_model,evaluator,user_level,avg_ctr,best_ctr,worst_ctr,median_ctr,std_ctr,pool_size,n_dropped,n_added_explore,n_added_exploit,eval_time_sec,gen_time_sec,sim_time_sec,total_time_sec
4,Socotra,wikipedia,random_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.01136,0.0122,0.0102,0.0118,0.0008039900496896712,5,1,1,0,11.645,2.0,0.046,13.692
5,Socotra,wikipedia,random_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.01268,0.0144,0.0106,0.0134,0.0015727682601070002,5,1,1,0,11.79,1.613,0.044,13.447
6,Socotra,wikipedia,random_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.01348,0.0164,0.0106,0.0142,0.002229259966894844,5,1,1,0,11.424,1.716,0.041,13.182
7,Socotra,wikipedia,random_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.0102,0.011,0.0098,0.0102,0.00043817804600413275,5,1,1,0,10.974,2.12,0.038,13.133
8,Socotra,wikipedia,random_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.00964,0.0128,0.0078,0.0096,0.0017590906741836818,5,1,1,0,11.747,1.874,0.032,13.654
9,Socotra,wikipedia,random_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.01032,0.0142,0.0068,0.0086,0.0029949290475735817,5,1,1,0,11.032,1.595,0.04,12.668
10,Socotra,wikipedia,random_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.011800000000000001,0.0138,0.0096,0.011,0.001634625339336204,5,1,1,0,12.12,1.452,0.033,13.605
11,Socotra,wikipedia,random_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.01064,0.0136,0.009,0.0098,0.00168949696655543,5,1,1,0,11.693,1.602,0.034,13.329
12,Socotra,wikipedia,random_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.010960000000000001,0.0124,0.0088,0.0112,0.0013350655414622907,5,1,1,0,11.876,1.619,0.041,13.536
13,Socotra,wikipedia,random_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.012759999999999999,0.0158,0.009,0.0134,0.0028096974926137513,5,1,1,0,12.279,1.869,0.036,14.184
14,Socotra,wikipedia,random_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.0108,0.0126,0.0094,0.011,0.0011865917579353062,5,1,1,0,12.036,2.047,0.042,14.125
0,Petra,wikipedia,random_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.009040000000000001,0.0132,0.0054,0.0074,0.0030130383336426374,5,1,1,0,10.828,1.562,0.036,12.425
1,Petra,wikipedia,random_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.008,0.0144,0.005,0.0068,0.0032960582519124264,5,1,1,0,10.672,1.49,0.036,12.198
