iteration,topic,domain,method,generator_model,evaluator,user_level,avg_ctr,best_ctr,worst_ctr,median_ctr,std_ctr,pool_size,n_dropped,n_added_explore,n_added_exploit,eval_time_sec,gen_time_sec,sim_time_sec,total_time_sec,chosen_arm,reward,arm_explore_count,arm_exploit_count,arm_both_count,arm_explore_value,arm_exploit_value,arm_both_value
4,History of film,wikipedia,bandit_ucb,gpt-4o-mini,film_best_dimensions_mpnet,True,0.01072,0.0186,0.0066,0.0088,0.004426465858899173,5,1,0,1,28.087,0.888,0.095,29.072,exploit,0.00024000000000000063,1,2,2,-0.0007999999999999986,0.00010000000000000026,0.00033999999999999916
5,History of film,wikipedia,bandit_ucb,gpt-4o-mini,film_best_dimensions_mpnet,True,0.01008,0.0158,0.0054,0.0104,0.0034862013711201485,5,1,1,0,28.056,2.458,0.108,30.623,explore,0.0011199999999999977,2,2,2,0.00015999999999999955,0.00010000000000000026,0.00033999999999999916
6,History of film,wikipedia,bandit_ucb,gpt-4o-mini,film_best_dimensions_mpnet,True,0.0116,0.016,0.0094,0.0104,0.0024754797514825286,5,1,1,1,29.64,2.632,0.12,32.392,both,0.0012799999999999999,2,2,3,0.00015999999999999955,0.00010000000000000026,0.0006533333333333328
7,History of film,wikipedia,bandit_ucb,gpt-4o-mini,film_best_dimensions_mpnet,True,0.01072,0.0182,0.0078,0.0086,0.00391019181115198,5,1,1,0,37.419,2.016,0.148,39.584,explore,0.0016400000000000008,3,2,3,0.0006533333333333333,0.00010000000000000026,0.0006533333333333328
8,History of film,wikipedia,bandit_ucb,gpt-4o-mini,film_best_dimensions_mpnet,True,0.012199999999999999,0.017,0.008,0.0108,0.0036353816856005646,5,1,0,1,37.876,1.01,0.132,39.018,exploit,-0.0001999999999999988,3,3,3,0.0006533333333333333,5.827586677109586e-19,0.0006533333333333328
9,History of film,wikipedia,bandit_ucb,gpt-4o-mini,film_best_dimensions_mpnet,True,0.01136,0.019,0.0076,0.01,0.004197904239022133,5,1,1,0,30.431,1.558,0.11,32.1,explore,-0.0015200000000000005,4,3,3,0.00010999999999999985,5.827586677109586e-19,0.0006533333333333328
10,History of film,wikipedia,bandit_ucb,gpt-4o-mini,film_best_dimensions_mpnet,True,0.01116,0.0178,0.0064,0.0114,0.004201713936002783,5,1,1,1,29.196,2.888,0.099,32.182,both,0.0010399999999999993,4,3,4,0.00010999999999999985,5.827586677109586e-19,0.0007499999999999994
11,History of film,wikipedia,bandit_ucb,gpt-4o-mini,film_best_dimensions_mpnet,True,0.01124,0.0188,0.0072,0.0098,0.003960606014235701,5,1,0,1,29.278,1.091,0.095,30.464,exploit,-0.001040000000000001,4,4,4,0.00010999999999999985,-0.0002599999999999998,0.0007499999999999994
12,History of film,wikipedia,bandit_ucb,gpt-4o-mini,film_best_dimensions_mpnet,True,0.01184,0.019,0.0076,0.0112,0.004026710816535004,5,1,1,1,29.811,2.706,0.105,32.623,both,-0.0005999999999999998,4,4,5,0.00010999999999999985,-0.0002599999999999998,0.0004799999999999995
13,History of film,wikipedia,bandit_ucb,gpt-4o-mini,film_best_dimensions_mpnet,True,0.011799999999999998,0.0174,0.0072,0.0118,0.003471022903986662,5,1,1,0,29.978,1.548,0.094,31.62,explore,-0.0007200000000000002,5,4,5,-5.600000000000014e-05,-0.0002599999999999998,0.0004799999999999995
14,History of film,wikipedia,bandit_ucb,gpt-4o-mini,film_best_dimensions_mpnet,True,0.01048,0.014,0.0082,0.0102,0.0019208331525668752,5,1,0,1,31.578,1.105,0.101,32.784,exploit,0.00028000000000000073,5,5,5,-5.600000000000014e-05,-0.0001519999999999997,0.0004799999999999995
0,Vinson Massif,wikipedia,bandit_ucb,gpt-4o-mini,film_best_dimensions_mpnet,True,0.00836,0.0126,0.005,0.0082,0.002512050954897213,5,1,1,0,29.87,1.808,0.108,31.787,explore,0.0015600000000000006,1,0,0,0.0015600000000000006,0.0,0.0
1,Vinson Massif,wikipedia,bandit_ucb,gpt-4o-mini,film_best_dimensions_mpnet,True,0.00944,0.0142,0.0076,0.008,0.0024573156085452275,5,1,0,1,28.26,1.027,0.096,29.383,exploit,-0.0001999999999999988,1,1,0,0.0015600000000000006,-0.0001999999999999988,0.0
2,Vinson Massif,wikipedia,bandit_ucb,gpt-4o-mini,film_best_dimensions_mpnet,True,0.010839999999999999,0.0174,0.0074,0.01,0.003458091959448157,5,1,1,1,27.95,3.357,0.101,31.409,both,8.000000000000368e-05,1,1,1,0.0015600000000000006,-0.0001999999999999988,8.000000000000368e-05
3,Vinson Massif,wikipedia,bandit_ucb,gpt-4o-mini,film_best_dimensions_mpnet,True,0.009760000000000001,0.014,0.0068,0.0088,0.0026725268941584102,5,1,1,0,27.941,1.527,0.104,29.573,explore,-8.000000000000021e-05,2,1,1,0.0007400000000000002,-0.0001999999999999988,8.000000000000368e-05
4,Vinson Massif,wikipedia,bandit_ucb,gpt-4o-mini,film_best_dimensions_mpnet,True,0.00996,0.0158,0.0074,0.0082,0.003091666217430336,5,1,1,1,29.729,2.85,0.105,32.684,both,-0.0008799999999999988,2,1,2,0.0007400000000000002,-0.0001999999999999988,-0.0003999999999999976
5,Vinson Massif,wikipedia,bandit_ucb,gpt-4o-mini,film_best_dimensions_mpnet,True,0.00864,0.0112,0.0064,0.0088,0.0016119553343687907,5,1,0,1,31.33,1.169,0.104,32.603,exploit,0.0010399999999999993,2,2,2,0.0007400000000000002,0.00042000000000000023,-0.0003999999999999976
6,Vinson Massif,wikipedia,bandit_ucb,gpt-4o-mini,film_best_dimensions_mpnet,True,0.010599999999999998,0.0152,0.0084,0.0086,0.0027597101297056545,5,1,1,0,31.235,1.584,0.098,32.918,explore,-0.00023999999999999716,3,2,2,0.0004133333333333344,0.00042000000000000023,-0.0003999999999999976
7,Vinson Massif,wikipedia,bandit_ucb,gpt-4o-mini,film_best_dimensions_mpnet,True,0.00868,0.0116,0.0066,0.009,0.0017915356541246949,5,1,0,1,30.436,1.051,0.099,31.586,exploit,0.0005599999999999997,3,3,2,0.0004133333333333344,0.0004666666666666667,-0.0003999999999999976
8,Vinson Massif,wikipedia,bandit_ucb,gpt-4o-mini,film_best_dimensions_mpnet,True,0.00888,0.0158,0.006,0.0076,0.003538587288735436,5,1,1,1,30.9,3.263,0.098,34.261,both,0.0011599999999999978,3,3,3,0.0004133333333333344,0.0004666666666666667,0.00012000000000000086
9,Vinson Massif,wikipedia,bandit_ucb,gpt-4o-mini,film_best_dimensions_mpnet,True,0.00852,0.0136,0.0064,0.0068,0.0026999259249097926,5,1,0,1,30.018,1.305,0.094,31.417,exploit,-0.000279999999999999,3,4,3,0.0004133333333333344,0.0002800000000000003,0.00012000000000000086
10,Vinson Massif,wikipedia,bandit_ucb,gpt-4o-mini,film_best_dimensions_mpnet,True,0.008360000000000001,0.0154,0.0052,0.0074,0.0036908535598151283,5,1,1,0,28.782,2.048,0.1,30.93,explore,0.0006399999999999999,4,4,3,0.0004700000000000008,0.0002800000000000003,0.00012000000000000086
11,Vinson Massif,wikipedia,bandit_ucb,gpt-4o-mini,film_best_dimensions_mpnet,True,0.008560000000000002,0.0148,0.0054,0.008,0.0034534620310639,5,1,1,1,28.532,2.932,0.095,31.559,both,0.0003599999999999992,4,4,4,0.0004700000000000008,0.0002800000000000003,0.00018000000000000045
12,Vinson Massif,wikipedia,bandit_ucb,gpt-4o-mini,film_best_dimensions_mpnet,True,0.009240000000000002,0.0156,0.0064,0.0082,0.003255518391900128,5,1,1,0,28.346,2.25,0.106,30.703,explore,-0.0005600000000000032,5,4,4,0.000264,0.0002800000000000003,0.00018000000000000045
13,Vinson Massif,wikipedia,bandit_ucb,gpt-4o-mini,film_best_dimensions_mpnet,True,0.009519999999999999,0.0136,0.007,0.0082,0.0023953287874527787,5,1,0,1,29.059,1.093,0.104,30.257,exploit,-0.0005199999999999996,5,5,4,0.000264,0.00012000000000000031,0.00018000000000000045
14,Vinson Massif,wikipedia,bandit_ucb,gpt-4o-mini,film_best_dimensions_mpnet,True,0.00868,0.0122,0.0062,0.0082,0.001962039754948916,5,1,1,1,30.158,3.891,0.091,34.14,both,0.0003199999999999991,5,5,5,0.000264,0.00012000000000000031,0.00020800000000000018
0,Socotra,wikipedia,bandit_ucb,gpt-4o-mini,film_best_dimensions_mpnet,True,0.0134,0.0168,0.0096,0.0144,0.0027480902459708265,5,1,1,0,29.214,2.964,0.101,32.279,explore,-0.0007200000000000002,1,0,0,-0.0007200000000000002,0.0,0.0
1,Socotra,wikipedia,bandit_ucb,gpt-4o-mini,film_best_dimensions_mpnet,True,0.01424,0.019,0.0108,0.0124,0.003458091959448158,5,1,0,1,29.191,1.029,0.111,30.331,exploit,0.0,1,1,0,-0.0007200000000000002,0.0,0.0
2,Socotra,wikipedia,bandit_ucb,gpt-4o-mini,film_best_dimensions_mpnet,True,0.0128,0.0154,0.0106,0.0132,0.0016780941570722426,5,1,1,1,29.681,3.478,0.107,33.267,both,0.0021199999999999986,1,1,1,-0.0007200000000000002,0.0,0.0021199999999999986
3,Socotra,wikipedia,bandit_ucb,gpt-4o-mini,film_best_dimensions_mpnet,True,0.012560000000000002,0.0148,0.0082,0.0136,0.0023371777852786465,5,1,1,1,30.223,2.909,0.097,33.23,both,0.003279999999999998,1,1,2,-0.0007200000000000002,0.0,0.0026999999999999984
4,Socotra,wikipedia,bandit_ucb,gpt-4o-mini,film_best_dimensions_mpnet,True,0.012119999999999999,0.0162,0.0086,0.0112,0.003058365576578444,5,1,0,1,30.147,1.226,0.102,31.475,exploit,-0.0010399999999999975,1,2,2,-0.0007200000000000002,-0.0005199999999999988,0.0026999999999999984
5,Socotra,wikipedia,bandit_ucb,gpt-4o-mini,film_best_dimensions_mpnet,True,0.01144,0.0144,0.0088,0.011,0.0018391302292116237,5,1,1,0,30.905,1.522,0.13,32.558,explore,0.00328,2,2,2,0.0012799999999999999,-0.0005199999999999988,0.0026999999999999984
6,Socotra,wikipedia,bandit_ucb,gpt-4o-mini,film_best_dimensions_mpnet,True,0.013600000000000001,0.0166,0.0116,0.013,0.0017158088471621777,5,1,1,1,30.272,2.895,0.11,33.278,both,0.000279999999999999,2,2,3,0.0012799999999999999,-0.0005199999999999988,0.001893333333333332
7,Socotra,wikipedia,bandit_ucb,gpt-4o-mini,film_best_dimensions_mpnet,True,0.010960000000000001,0.0156,0.0084,0.009,0.0027982851891828328,5,1,1,0,30.961,1.62,0.117,32.698,explore,0.0028800000000000006,3,2,3,0.0018133333333333335,-0.0005199999999999988,0.001893333333333332
8,Socotra,wikipedia,bandit_ucb,gpt-4o-mini,film_best_dimensions_mpnet,True,0.01116,0.0152,0.0094,0.0098,0.002239285600364545,5,1,0,1,30.776,1.093,0.1,31.969,exploit,0.0020799999999999985,3,3,3,0.0018133333333333335,0.000346666666666667,0.001893333333333332
9,Socotra,wikipedia,bandit_ucb,gpt-4o-mini,film_best_dimensions_mpnet,True,0.01384,0.0168,0.0096,0.015,0.002921369541841634,5,1,1,1,30.78,2.693,0.1,33.573,both,-0.00136,3,3,4,0.0018133333333333335,0.000346666666666667,0.001079999999999999
10,Socotra,wikipedia,bandit_ucb,gpt-4o-mini,film_best_dimensions_mpnet,True,0.013119999999999998,0.0158,0.0114,0.0124,0.0016473008225579206,5,1,1,0,30.157,1.825,0.13,32.112,explore,0.0009200000000000024,4,3,4,0.0015900000000000007,0.000346666666666667,0.001079999999999999
11,Socotra,wikipedia,bandit_ucb,gpt-4o-mini,film_best_dimensions_mpnet,True,0.01456,0.0166,0.0112,0.0154,0.0018434749794884661,5,1,0,1,31.95,0.801,0.128,32.881,exploit,-0.00196,4,4,4,0.0015900000000000007,-0.00022999999999999974,0.001079999999999999
12,Socotra,wikipedia,bandit_ucb,gpt-4o-mini,film_best_dimensions_mpnet,True,0.01424,0.0176,0.0108,0.0148,0.0022606193841511668,5,1,1,0,32.456,2.027,0.128,34.612,explore,0.00020000000000000052,5,4,4,0.0013120000000000007,-0.00022999999999999974,0.001079999999999999
13,Socotra,wikipedia,bandit_ucb,gpt-4o-mini,film_best_dimensions_mpnet,True,0.01404,0.0162,0.0124,0.0136,0.0015147276983009188,5,1,1,1,31.306,3.117,0.105,34.529,both,-0.0015600000000000006,5,4,5,0.0013120000000000007,-0.00022999999999999974,0.000551999999999999
14,Socotra,wikipedia,bandit_ucb,gpt-4o-mini,film_best_dimensions_mpnet,True,0.012199999999999999,0.0148,0.0086,0.0126,0.002011964214393487,5,1,0,1,31.35,1.084,0.105,32.54,exploit,0.0011600000000000013,5,5,5,0.0013120000000000007,4.800000000000046e-05,0.000551999999999999
0,Petra,wikipedia,bandit_ucb,gpt-4o-mini,film_best_dimensions_mpnet,True,0.00844,0.0122,0.0048,0.009,0.0024311314238436394,5,1,1,0,27.372,1.748,0.114,29.234,explore,0.0013200000000000017,1,0,0,0.0013200000000000017,0.0,0.0
1,Petra,wikipedia,bandit_ucb,gpt-4o-mini,film_best_dimensions_mpnet,True,0.00996,0.015,0.0048,0.0092,0.003647245536017557,5,1,0,1,27.161,1.248,0.101,28.51,exploit,0.0003599999999999992,1,1,0,0.0013200000000000017,0.0003599999999999992,0.0
2,Petra,wikipedia,bandit_ucb,gpt-4o-mini,film_best_dimensions_mpnet,True,0.00996,0.0142,0.0046,0.0118,0.003980753697479914,5,1,1,1,28.13,2.3,0.096,30.526,both,0.0005599999999999997,1,1,1,0.0013200000000000017,0.0003599999999999992,0.0005599999999999997
3,Petra,wikipedia,bandit_ucb,gpt-4o-mini,film_best_dimensions_mpnet,True,0.010280000000000001,0.0158,0.0054,0.012,0.003981155611125996,5,1,1,0,27.839,2.301,0.115,30.256,explore,0.00011999999999999858,2,1,1,0.0007200000000000002,0.0003599999999999992,0.0005599999999999997
4,Petra,wikipedia,bandit_ucb,gpt-4o-mini,film_best_dimensions_mpnet,True,0.00952,0.0142,0.0042,0.0112,0.003987179454200676,5,1,1,1,29.149,2.624,0.118,31.892,both,-0.0004399999999999994,2,1,2,0.0007200000000000002,0.0003599999999999992,6.000000000000016e-05
5,Petra,wikipedia,bandit_ucb,gpt-4o-mini,film_best_dimensions_mpnet,True,0.008919999999999999,0.0128,0.0048,0.0096,0.0030029319006597537,5,1,0,1,28.377,0.819,0.112,29.308,exploit,-0.00015999999999999868,2,2,2,0.0007200000000000002,0.00010000000000000026,6.000000000000016e-05
6,Petra,wikipedia,bandit_ucb,gpt-4o-mini,film_best_dimensions_mpnet,True,0.00964,0.0134,0.005,0.0116,0.0034441835026606813,5,1,1,0,26.679,2.561,0.104,29.344,explore,0.0,3,2,2,0.00048000000000000007,0.00010000000000000026,6.000000000000016e-05
7,Petra,wikipedia,bandit_ucb,gpt-4o-mini,film_best_dimensions_mpnet,True,0.01,0.0138,0.0064,0.0104,0.0031470621220433506,5,1,0,1,27.46,0.838,0.101,28.399,exploit,4.0000000000000105e-05,3,3,2,0.00048000000000000007,8.000000000000021e-05,6.000000000000016e-05
8,Petra,wikipedia,bandit_ucb,gpt-4o-mini,film_best_dimensions_mpnet,True,0.007679999999999999,0.0122,0.0034,0.0068,0.003397881693055248,5,1,1,1,28.695,3.603,0.114,32.414,both,0.0017600000000000011,3,3,3,0.00048000000000000007,8.000000000000021e-05,0.0006266666666666672
9,Petra,wikipedia,bandit_ucb,gpt-4o-mini,film_best_dimensions_mpnet,True,0.00784,0.0124,0.0038,0.0092,0.003262882161525298,5,1,1,1,27.395,2.59,0.123,30.108,both,0.0012399999999999998,3,3,4,0.00048000000000000007,8.000000000000021e-05,0.0007800000000000003
10,Petra,wikipedia,bandit_ucb,gpt-4o-mini,film_best_dimensions_mpnet,True,0.00904,0.014,0.0048,0.0092,0.0037913585955432916,5,1,1,0,28.228,1.843,0.111,30.183,explore,0.0008000000000000004,4,3,4,0.0005600000000000002,8.000000000000021e-05,0.0007800000000000003
11,Petra,wikipedia,bandit_ucb,gpt-4o-mini,film_best_dimensions_mpnet,True,0.009640000000000001,0.0126,0.0054,0.0104,0.002757970268150112,5,1,0,1,26.952,0.931,0.098,27.982,exploit,-0.0006800000000000018,4,4,4,0.0005600000000000002,-0.00011000000000000029,0.0007800000000000003
12,Petra,wikipedia,bandit_ucb,gpt-4o-mini,film_best_dimensions_mpnet,True,0.010159999999999999,0.014,0.0068,0.0098,0.002854890540808877,5,1,1,1,26.084,2.537,0.089,28.71,both,-0.0010399999999999993,4,4,5,0.0005600000000000002,-0.00011000000000000029,0.0004160000000000004
13,Petra,wikipedia,bandit_ucb,gpt-4o-mini,film_best_dimensions_mpnet,True,0.01004,0.0142,0.005,0.0116,0.0036647510147348344,5,1,1,0,27.589,1.556,0.113,29.259,explore,-0.001080000000000001,5,4,5,0.0002319999999999999,-0.00011000000000000029,0.0004160000000000004
14,Petra,wikipedia,bandit_ucb,gpt-4o-mini,film_best_dimensions_mpnet,True,0.00892,0.0116,0.0058,0.0098,0.0020575713839378696,5,1,0,1,28.906,0.863,0.099,29.869,exploit,-0.00016000000000000042,5,5,5,0.0002319999999999999,-0.00012000000000000031,0.0004160000000000004
0,Ketogenic diet,wikipedia,bandit_ucb,gpt-4o-mini,film_best_dimensions_mpnet,True,0.005959999999999999,0.0074,0.0042,0.006,0.0011128342194594845,5,1,1,0,33.186,1.742,0.106,35.035,explore,-0.0007999999999999986,1,0,0,-0.0007999999999999986,0.0,0.0
1,Ketogenic diet,wikipedia,bandit_ucb,gpt-4o-mini,film_best_dimensions_mpnet,True,0.0054,0.0076,0.004,0.0052,0.0012000000000000001,5,1,0,1,33.391,1.016,0.104,34.511,exploit,0.0003599999999999992,1,1,0,-0.0007999999999999986,0.0003599999999999992,0.0
2,Ketogenic diet,wikipedia,bandit_ucb,gpt-4o-mini,film_best_dimensions_mpnet,True,0.0064399999999999995,0.0082,0.0048,0.006,0.001335065541462291,5,1,1,1,33.623,2.445,0.114,36.182,both,0.0016000000000000007,1,1,1,-0.0007999999999999986,0.0003599999999999992,0.0016000000000000007
3,Ketogenic diet,wikipedia,bandit_ucb,gpt-4o-mini,film_best_dimensions_mpnet,True,0.006959999999999999,0.0088,0.0058,0.0066,0.001175755076535926,5,1,1,1,32.995,2.244,0.096,35.335,both,-0.0005599999999999989,1,1,2,-0.0007999999999999986,0.0003599999999999992,0.0005200000000000009
4,Ketogenic diet,wikipedia,bandit_ucb,gpt-4o-mini,film_best_dimensions_mpnet,True,0.006559999999999999,0.0082,0.005,0.007,0.0011892854997854806,5,1,0,1,35.096,0.989,0.101,36.186,exploit,0.0002800000000000016,1,2,2,-0.0007999999999999986,0.0003200000000000004,0.0005200000000000009
5,Ketogenic diet,wikipedia,bandit_ucb,gpt-4o-mini,film_best_dimensions_mpnet,True,0.00692,0.0102,0.005,0.0058,0.001982321870938219,5,1,1,0,34.053,1.738,0.097,35.889,explore,-7.999999999999934e-05,2,2,2,-0.000439999999999999,0.0003200000000000004,0.0005200000000000009
6,Ketogenic diet,wikipedia,bandit_ucb,gpt-4o-mini,film_best_dimensions_mpnet,True,0.0057599999999999995,0.0074,0.0038,0.006,0.0013108775686539152,5,1,1,1,34.198,2.535,0.105,36.838,both,0.001,2,2,3,-0.000439999999999999,0.0003200000000000004,0.0006800000000000006
7,Ketogenic diet,wikipedia,bandit_ucb,gpt-4o-mini,film_best_dimensions_mpnet,True,0.0066,0.008,0.0058,0.0064,0.0007375635565834313,5,1,0,1,32.644,1.003,0.114,33.761,exploit,-0.00028000000000000073,2,3,3,-0.000439999999999999,0.00012000000000000002,0.0006800000000000006
8,Ketogenic diet,wikipedia,bandit_ucb,gpt-4o-mini,film_best_dimensions_mpnet,True,0.006839999999999999,0.0082,0.0052,0.0072,0.0010910545357588686,5,1,1,0,33.108,1.859,0.114,35.081,explore,4.000000000000097e-05,3,3,3,-0.000279999999999999,0.00012000000000000002,0.0006800000000000006
9,Ketogenic diet,wikipedia,bandit_ucb,gpt-4o-mini,film_best_dimensions_mpnet,True,0.006119999999999999,0.0078,0.0046,0.0058,0.0012039933554633929,5,1,1,1,32.047,3.461,0.098,35.607,both,0.00068,3,3,4,-0.000279999999999999,0.00012000000000000002,0.0006800000000000005
10,Ketogenic diet,wikipedia,bandit_ucb,gpt-4o-mini,film_best_dimensions_mpnet,True,0.00592,0.0076,0.0034,0.0062,0.0014620533505997652,5,1,0,1,32.375,0.904,0.092,33.371,exploit,0.0007600000000000003,3,4,4,-0.000279999999999999,0.0002800000000000001,0.0006800000000000005
11,Ketogenic diet,wikipedia,bandit_ucb,gpt-4o-mini,film_best_dimensions_mpnet,True,0.00852,0.0106,0.007,0.0084,0.0012039933554633929,5,1,1,0,33.681,2.155,0.11,35.947,explore,-0.0020399999999999984,4,4,4,-0.0007199999999999989,0.0002800000000000001,0.0006800000000000005
12,Ketogenic diet,wikipedia,bandit_ucb,gpt-4o-mini,film_best_dimensions_mpnet,True,0.00648,0.0076,0.0048,0.0072,0.0011496086290559932,5,1,1,1,33.542,2.282,0.101,35.925,both,0.0014800000000000004,4,4,5,-0.0007199999999999989,0.0002800000000000001,0.0008400000000000005
13,Ketogenic diet,wikipedia,bandit_ucb,gpt-4o-mini,film_best_dimensions_mpnet,True,0.0068000000000000005,0.0094,0.0044,0.0066,0.001815488914865635,5,1,0,1,32.661,0.811,0.113,33.586,exploit,-0.00132,4,5,5,-0.0007199999999999989,-3.999999999999994e-05,0.0008400000000000005
14,Ketogenic diet,wikipedia,bandit_ucb,gpt-4o-mini,film_best_dimensions_mpnet,True,0.00716,0.0078,0.0056,0.0074,0.000813879597975032,5,1,1,0,33.433,1.911,0.104,35.448,explore,0.002319999999999999,5,5,5,-0.00011199999999999925,-3.999999999999994e-05,0.0008400000000000005
