domain,method,topic,iteration,ctr
wikipedia,partial_ctr,__MEAN__,4,0.011044
wikipedia,partial_ctr,__MEAN__,5,0.010612
wikipedia,partial_ctr,__MEAN__,6,0.0115
wikipedia,partial_ctr,__MEAN__,7,0.010780000000000001
wikipedia,partial_ctr,__MEAN__,8,0.0103
wikipedia,partial_ctr,__MEAN__,9,0.01128
wikipedia,partial_ctr,__MEAN__,10,0.010632
wikipedia,partial_ctr,__MEAN__,11,0.010824
wikipedia,partial_ctr,__MEAN__,12,0.01162
wikipedia,partial_ctr,__MEAN__,13,0.011344
wikipedia,partial_ctr,__MEAN__,14,0.010544
wikipedia,full_ctr,Artificial Superintelligence,0,0.00708
wikipedia,full_ctr,Artificial Superintelligence,1,0.00716
wikipedia,full_ctr,Artificial Superintelligence,2,0.00844
wikipedia,full_ctr,Artificial Superintelligence,3,0.007279999999999999
wikipedia,full_ctr,Artificial Superintelligence,4,0.007520000000000001
wikipedia,full_ctr,Artificial Superintelligence,5,0.00712
wikipedia,full_ctr,Artificial Superintelligence,6,0.00796
wikipedia,full_ctr,Artificial Superintelligence,7,0.007519999999999999
wikipedia,full_ctr,Artificial Superintelligence,8,0.00712
wikipedia,full_ctr,Artificial Superintelligence,9,0.008679999999999998
wikipedia,full_ctr,Artificial Superintelligence,10,0.007880000000000002
wikipedia,full_ctr,Artificial Superintelligence,11,0.008119999999999999
wikipedia,full_ctr,Artificial Superintelligence,12,0.007959999999999998
wikipedia,full_ctr,Artificial Superintelligence,13,0.009600000000000001
wikipedia,full_ctr,Artificial Superintelligence,14,0.00876
wikipedia,full_ctr,Carl Jung,0,0.00888
wikipedia,full_ctr,Carl Jung,1,0.009720000000000001
wikipedia,full_ctr,Carl Jung,2,0.010960000000000001
wikipedia,full_ctr,Carl Jung,3,0.010759999999999999
wikipedia,full_ctr,Carl Jung,4,0.009479999999999999
wikipedia,full_ctr,Carl Jung,5,0.01052
wikipedia,full_ctr,Carl Jung,6,0.010159999999999999
wikipedia,full_ctr,Carl Jung,7,0.00864
wikipedia,full_ctr,Carl Jung,8,0.00896
wikipedia,full_ctr,Carl Jung,9,0.00956
wikipedia,full_ctr,Carl Jung,10,0.00928
wikipedia,full_ctr,Carl Jung,11,0.00964
wikipedia,full_ctr,Carl Jung,12,0.009040000000000001
wikipedia,full_ctr,Carl Jung,13,0.00996
wikipedia,full_ctr,Carl Jung,14,0.00912
wikipedia,full_ctr,Friedrich Nietzsche,0,0.01572
wikipedia,full_ctr,Friedrich Nietzsche,1,0.0166
wikipedia,full_ctr,Friedrich Nietzsche,2,0.017
wikipedia,full_ctr,Friedrich Nietzsche,3,0.015560000000000001
wikipedia,full_ctr,Friedrich Nietzsche,4,0.01644
wikipedia,full_ctr,Friedrich Nietzsche,5,0.01476
wikipedia,full_ctr,Friedrich Nietzsche,6,0.015279999999999998
wikipedia,full_ctr,Friedrich Nietzsche,7,0.01664
wikipedia,full_ctr,Friedrich Nietzsche,8,0.01328
wikipedia,full_ctr,Friedrich Nietzsche,9,0.015
wikipedia,full_ctr,Friedrich Nietzsche,10,0.01472
wikipedia,full_ctr,Friedrich Nietzsche,11,0.01664
wikipedia,full_ctr,Friedrich Nietzsche,12,0.01596
wikipedia,full_ctr,Friedrich Nietzsche,13,0.017599999999999998
wikipedia,full_ctr,Friedrich Nietzsche,14,0.014279999999999998
wikipedia,full_ctr,History of film,0,0.01092
wikipedia,full_ctr,History of film,1,0.011479999999999999
wikipedia,full_ctr,History of film,2,0.013120000000000001
wikipedia,full_ctr,History of film,3,0.011680000000000001
wikipedia,full_ctr,History of film,4,0.010719999999999999
wikipedia,full_ctr,History of film,5,0.01144
wikipedia,full_ctr,History of film,6,0.01316
wikipedia,full_ctr,History of film,7,0.01068
wikipedia,full_ctr,History of film,8,0.010039999999999999
wikipedia,full_ctr,History of film,9,0.01124
wikipedia,full_ctr,History of film,10,0.01064
wikipedia,full_ctr,History of film,11,0.010080000000000002
wikipedia,full_ctr,History of film,12,0.013119999999999998
wikipedia,full_ctr,History of film,13,0.01032
wikipedia,full_ctr,History of film,14,0.011760000000000001
wikipedia,full_ctr,Ketogenic diet,0,0.0067599999999999995
wikipedia,full_ctr,Ketogenic diet,1,0.0068000000000000005
wikipedia,full_ctr,Ketogenic diet,2,0.008119999999999999
wikipedia,full_ctr,Ketogenic diet,3,0.00556
wikipedia,full_ctr,Ketogenic diet,4,0.00824
wikipedia,full_ctr,Ketogenic diet,5,0.00484
wikipedia,full_ctr,Ketogenic diet,6,0.0054800000000000005
wikipedia,full_ctr,Ketogenic diet,7,0.0066
wikipedia,full_ctr,Ketogenic diet,8,0.007160000000000001
wikipedia,full_ctr,Ketogenic diet,9,0.007800000000000001
wikipedia,full_ctr,Ketogenic diet,10,0.0074399999999999996
wikipedia,full_ctr,Ketogenic diet,11,0.006720000000000001
wikipedia,full_ctr,Ketogenic diet,12,0.00668
wikipedia,full_ctr,Ketogenic diet,13,0.0064399999999999995
wikipedia,full_ctr,Ketogenic diet,14,0.006599999999999999
wikipedia,full_ctr,Petra,0,0.009680000000000001
wikipedia,full_ctr,Petra,1,0.00888
wikipedia,full_ctr,Petra,2,0.010279999999999997
wikipedia,full_ctr,Petra,3,0.0086
wikipedia,full_ctr,Petra,4,0.007880000000000002
wikipedia,full_ctr,Petra,5,0.008
wikipedia,full_ctr,Petra,6,0.009399999999999999
wikipedia,full_ctr,Petra,7,0.007640000000000001
wikipedia,full_ctr,Petra,8,0.00908
wikipedia,full_ctr,Petra,9,0.009
wikipedia,full_ctr,Petra,10,0.008
wikipedia,full_ctr,Petra,11,0.00928
wikipedia,full_ctr,Petra,12,0.009559999999999999
wikipedia,full_ctr,Petra,13,0.00952
wikipedia,full_ctr,Petra,14,0.007679999999999999
wikipedia,full_ctr,Socotra,0,0.0114
wikipedia,full_ctr,Socotra,1,0.013000000000000001
wikipedia,full_ctr,Socotra,2,0.0144
wikipedia,full_ctr,Socotra,3,0.014960000000000001
wikipedia,full_ctr,Socotra,4,0.01404
wikipedia,full_ctr,Socotra,5,0.01384
wikipedia,full_ctr,Socotra,6,0.014479999999999998
wikipedia,full_ctr,Socotra,7,0.0128
wikipedia,full_ctr,Socotra,8,0.01348
wikipedia,full_ctr,Socotra,9,0.015559999999999996
wikipedia,full_ctr,Socotra,10,0.01148
wikipedia,full_ctr,Socotra,11,0.01308
wikipedia,full_ctr,Socotra,12,0.012559999999999998
wikipedia,full_ctr,Socotra,13,0.01204
wikipedia,full_ctr,Socotra,14,0.01168
wikipedia,full_ctr,Stoicism,0,0.00872
wikipedia,full_ctr,Stoicism,1,0.01004
wikipedia,full_ctr,Stoicism,2,0.01056
wikipedia,full_ctr,Stoicism,3,0.01036
wikipedia,full_ctr,Stoicism,4,0.00912
wikipedia,full_ctr,Stoicism,5,0.009319999999999998
wikipedia,full_ctr,Stoicism,6,0.01024
wikipedia,full_ctr,Stoicism,7,0.009479999999999999
wikipedia,full_ctr,Stoicism,8,0.00936
wikipedia,full_ctr,Stoicism,9,0.00888
wikipedia,full_ctr,Stoicism,10,0.010280000000000001
wikipedia,full_ctr,Stoicism,11,0.00916
wikipedia,full_ctr,Stoicism,12,0.010320000000000001
wikipedia,full_ctr,Stoicism,13,0.00944
wikipedia,full_ctr,Stoicism,14,0.00904
wikipedia,full_ctr,The Beatles' rooftop concert,0,0.01452
wikipedia,full_ctr,The Beatles' rooftop concert,1,0.015040000000000003
wikipedia,full_ctr,The Beatles' rooftop concert,2,0.01608
wikipedia,full_ctr,The Beatles' rooftop concert,3,0.014679999999999999
wikipedia,full_ctr,The Beatles' rooftop concert,4,0.013800000000000002
wikipedia,full_ctr,The Beatles' rooftop concert,5,0.01476
wikipedia,full_ctr,The Beatles' rooftop concert,6,0.01628
wikipedia,full_ctr,The Beatles' rooftop concert,7,0.015279999999999998
wikipedia,full_ctr,The Beatles' rooftop concert,8,0.014000000000000002
wikipedia,full_ctr,The Beatles' rooftop concert,9,0.015
wikipedia,full_ctr,The Beatles' rooftop concert,10,0.014359999999999998
wikipedia,full_ctr,The Beatles' rooftop concert,11,0.015479999999999999
wikipedia,full_ctr,The Beatles' rooftop concert,12,0.01716
wikipedia,full_ctr,The Beatles' rooftop concert,13,0.015080000000000005
wikipedia,full_ctr,The Beatles' rooftop concert,14,0.015279999999999998
wikipedia,full_ctr,Vinson Massif,0,0.00912
wikipedia,full_ctr,Vinson Massif,1,0.009319999999999998
wikipedia,full_ctr,Vinson Massif,2,0.0104
wikipedia,full_ctr,Vinson Massif,3,0.01032
wikipedia,full_ctr,Vinson Massif,4,0.009839999999999998
wikipedia,full_ctr,Vinson Massif,5,0.00844
wikipedia,full_ctr,Vinson Massif,6,0.010520000000000002
wikipedia,full_ctr,Vinson Massif,7,0.00988
wikipedia,full_ctr,Vinson Massif,8,0.00876
wikipedia,full_ctr,Vinson Massif,9,0.00944
wikipedia,full_ctr,Vinson Massif,10,0.00968
wikipedia,full_ctr,Vinson Massif,11,0.009359999999999999
wikipedia,full_ctr,Vinson Massif,12,0.009
wikipedia,full_ctr,Vinson Massif,13,0.010119999999999999
wikipedia,full_ctr,Vinson Massif,14,0.00736
wikipedia,full_ctr,__MEAN__,0,0.010280000000000001
wikipedia,full_ctr,__MEAN__,1,0.010804
wikipedia,full_ctr,__MEAN__,2,0.011935999999999999
wikipedia,full_ctr,__MEAN__,3,0.010976
wikipedia,full_ctr,__MEAN__,4,0.010707999999999999
wikipedia,full_ctr,__MEAN__,5,0.010303999999999999
wikipedia,full_ctr,__MEAN__,6,0.011295999999999999
wikipedia,full_ctr,__MEAN__,7,0.010516000000000001
wikipedia,full_ctr,__MEAN__,8,0.010124
wikipedia,full_ctr,__MEAN__,9,0.011016
wikipedia,full_ctr,__MEAN__,10,0.010376
wikipedia,full_ctr,__MEAN__,11,0.010756
wikipedia,full_ctr,__MEAN__,12,0.011136
wikipedia,full_ctr,__MEAN__,13,0.011012
wikipedia,full_ctr,__MEAN__,14,0.010156
wikipedia,explore_exploit,Artificial Superintelligence,0,0.00728
wikipedia,explore_exploit,Artificial Superintelligence,1,0.007680000000000001
wikipedia,explore_exploit,Artificial Superintelligence,2,0.009
wikipedia,explore_exploit,Artificial Superintelligence,3,0.00784
wikipedia,explore_exploit,Artificial Superintelligence,4,0.00744
wikipedia,explore_exploit,Artificial Superintelligence,5,0.006920000000000001
wikipedia,explore_exploit,Artificial Superintelligence,6,0.007640000000000001
wikipedia,explore_exploit,Artificial Superintelligence,7,0.00812
wikipedia,explore_exploit,Artificial Superintelligence,8,0.006319999999999999
wikipedia,explore_exploit,Artificial Superintelligence,9,0.007680000000000001
wikipedia,explore_exploit,Artificial Superintelligence,10,0.007680000000000001
wikipedia,explore_exploit,Artificial Superintelligence,11,0.008840000000000002
wikipedia,explore_exploit,Artificial Superintelligence,12,0.00872
wikipedia,explore_exploit,Artificial Superintelligence,13,0.00844
wikipedia,explore_exploit,Artificial Superintelligence,14,0.00856
wikipedia,explore_exploit,Carl Jung,0,0.00908
wikipedia,explore_exploit,Carl Jung,1,0.01008
wikipedia,explore_exploit,Carl Jung,2,0.01008
wikipedia,explore_exploit,Carl Jung,3,0.00976
wikipedia,explore_exploit,Carl Jung,4,0.009040000000000001
wikipedia,explore_exploit,Carl Jung,5,0.010159999999999999
wikipedia,explore_exploit,Carl Jung,6,0.00996
wikipedia,explore_exploit,Carl Jung,7,0.009000000000000001
wikipedia,explore_exploit,Carl Jung,8,0.00868
wikipedia,explore_exploit,Carl Jung,9,0.00896
wikipedia,explore_exploit,Carl Jung,10,0.009880000000000002
wikipedia,explore_exploit,Carl Jung,11,0.009839999999999998
wikipedia,explore_exploit,Carl Jung,12,0.009600000000000001
wikipedia,explore_exploit,Carl Jung,13,0.01008
wikipedia,explore_exploit,Carl Jung,14,0.00928
wikipedia,explore_exploit,Friedrich Nietzsche,0,0.016239999999999997
wikipedia,explore_exploit,Friedrich Nietzsche,1,0.01668
wikipedia,explore_exploit,Friedrich Nietzsche,2,0.01616
wikipedia,explore_exploit,Friedrich Nietzsche,3,0.01632
wikipedia,explore_exploit,Friedrich Nietzsche,4,0.015159999999999998
wikipedia,explore_exploit,Friedrich Nietzsche,5,0.01552
wikipedia,explore_exploit,Friedrich Nietzsche,6,0.014360000000000001
wikipedia,explore_exploit,Friedrich Nietzsche,7,0.0162
wikipedia,explore_exploit,Friedrich Nietzsche,8,0.015480000000000002
wikipedia,explore_exploit,Friedrich Nietzsche,9,0.01484
wikipedia,explore_exploit,Friedrich Nietzsche,10,0.01588
wikipedia,explore_exploit,Friedrich Nietzsche,11,0.01608
wikipedia,explore_exploit,Friedrich Nietzsche,12,0.01664
wikipedia,explore_exploit,Friedrich Nietzsche,13,0.01532
wikipedia,explore_exploit,Friedrich Nietzsche,14,0.01728
wikipedia,explore_exploit,History of film,0,0.010839999999999999
wikipedia,explore_exploit,History of film,1,0.0112
wikipedia,explore_exploit,History of film,2,0.01236
wikipedia,explore_exploit,History of film,3,0.0128
wikipedia,explore_exploit,History of film,4,0.011359999999999999
wikipedia,explore_exploit,History of film,5,0.00968
wikipedia,explore_exploit,History of film,6,0.01144
wikipedia,explore_exploit,History of film,7,0.01052
wikipedia,explore_exploit,History of film,8,0.009839999999999998
wikipedia,explore_exploit,History of film,9,0.013399999999999999
wikipedia,explore_exploit,History of film,10,0.010960000000000001
wikipedia,explore_exploit,History of film,11,0.01144
wikipedia,explore_exploit,History of film,12,0.013120000000000001
wikipedia,explore_exploit,History of film,13,0.012759999999999999
wikipedia,explore_exploit,History of film,14,0.01108
wikipedia,explore_exploit,Ketogenic diet,0,0.00552
wikipedia,explore_exploit,Ketogenic diet,1,0.0074800000000000005
wikipedia,explore_exploit,Ketogenic diet,2,0.0061600000000000005
wikipedia,explore_exploit,Ketogenic diet,3,0.00792
wikipedia,explore_exploit,Ketogenic diet,4,0.007240000000000001
wikipedia,explore_exploit,Ketogenic diet,5,0.00472
wikipedia,explore_exploit,Ketogenic diet,6,0.00664
wikipedia,explore_exploit,Ketogenic diet,7,0.007039999999999999
wikipedia,explore_exploit,Ketogenic diet,8,0.00588
wikipedia,explore_exploit,Ketogenic diet,9,0.00568
wikipedia,explore_exploit,Ketogenic diet,10,0.005880000000000001
wikipedia,explore_exploit,Ketogenic diet,11,0.0068000000000000005
wikipedia,explore_exploit,Ketogenic diet,12,0.00792
wikipedia,explore_exploit,Ketogenic diet,13,0.007200000000000001
wikipedia,explore_exploit,Ketogenic diet,14,0.0054800000000000005
wikipedia,explore_exploit,Petra,0,0.008879999999999999
wikipedia,explore_exploit,Petra,1,0.01008
wikipedia,explore_exploit,Petra,2,0.01032
wikipedia,explore_exploit,Petra,3,0.00976
wikipedia,explore_exploit,Petra,4,0.00844
wikipedia,explore_exploit,Petra,5,0.00908
wikipedia,explore_exploit,Petra,6,0.00936
wikipedia,explore_exploit,Petra,7,0.009
wikipedia,explore_exploit,Petra,8,0.008400000000000001
wikipedia,explore_exploit,Petra,9,0.00948
wikipedia,explore_exploit,Petra,10,0.00984
wikipedia,explore_exploit,Petra,11,0.009760000000000001
wikipedia,explore_exploit,Petra,12,0.011040000000000001
wikipedia,explore_exploit,Petra,13,0.010719999999999999
wikipedia,explore_exploit,Petra,14,0.009919999999999998
wikipedia,explore_exploit,Socotra,0,0.0118
wikipedia,explore_exploit,Socotra,1,0.01444
wikipedia,explore_exploit,Socotra,2,0.015359999999999999
wikipedia,explore_exploit,Socotra,3,0.012
wikipedia,explore_exploit,Socotra,4,0.0132
wikipedia,explore_exploit,Socotra,5,0.01348
wikipedia,explore_exploit,Socotra,6,0.01416
wikipedia,explore_exploit,Socotra,7,0.0126
wikipedia,explore_exploit,Socotra,8,0.01048
wikipedia,explore_exploit,Socotra,9,0.013000000000000001
wikipedia,explore_exploit,Socotra,10,0.0132
wikipedia,explore_exploit,Socotra,11,0.015040000000000001
wikipedia,explore_exploit,Socotra,12,0.01192
wikipedia,explore_exploit,Socotra,13,0.01356
wikipedia,explore_exploit,Socotra,14,0.01252
wikipedia,explore_exploit,Stoicism,0,0.00872
wikipedia,explore_exploit,Stoicism,1,0.009760000000000001
wikipedia,explore_exploit,Stoicism,2,0.010839999999999999
wikipedia,explore_exploit,Stoicism,3,0.01056
wikipedia,explore_exploit,Stoicism,4,0.00932
wikipedia,explore_exploit,Stoicism,5,0.0094
wikipedia,explore_exploit,Stoicism,6,0.01024
wikipedia,explore_exploit,Stoicism,7,0.0098
wikipedia,explore_exploit,Stoicism,8,0.009519999999999999
wikipedia,explore_exploit,Stoicism,9,0.0092
wikipedia,explore_exploit,Stoicism,10,0.01032
wikipedia,explore_exploit,Stoicism,11,0.00896
wikipedia,explore_exploit,Stoicism,12,0.010599999999999998
wikipedia,explore_exploit,Stoicism,13,0.009920000000000002
wikipedia,explore_exploit,Stoicism,14,0.00908
wikipedia,explore_exploit,The Beatles' rooftop concert,0,0.014599999999999998
wikipedia,explore_exploit,The Beatles' rooftop concert,1,0.0172
wikipedia,explore_exploit,The Beatles' rooftop concert,2,0.01676
wikipedia,explore_exploit,The Beatles' rooftop concert,3,0.015000000000000003
wikipedia,explore_exploit,The Beatles' rooftop concert,4,0.01452
wikipedia,explore_exploit,The Beatles' rooftop concert,5,0.01484
wikipedia,explore_exploit,The Beatles' rooftop concert,6,0.01684
wikipedia,explore_exploit,The Beatles' rooftop concert,7,0.014599999999999998
wikipedia,explore_exploit,The Beatles' rooftop concert,8,0.01544
wikipedia,explore_exploit,The Beatles' rooftop concert,9,0.01596
wikipedia,explore_exploit,The Beatles' rooftop concert,10,0.014160000000000002
wikipedia,explore_exploit,The Beatles' rooftop concert,11,0.014720000000000002
wikipedia,explore_exploit,The Beatles' rooftop concert,12,0.0164
wikipedia,explore_exploit,The Beatles' rooftop concert,13,0.01636
wikipedia,explore_exploit,The Beatles' rooftop concert,14,0.01716
wikipedia,explore_exploit,Vinson Massif,0,0.00784
wikipedia,explore_exploit,Vinson Massif,1,0.008799999999999999
wikipedia,explore_exploit,Vinson Massif,2,0.01012
wikipedia,explore_exploit,Vinson Massif,3,0.01036
wikipedia,explore_exploit,Vinson Massif,4,0.007880000000000002
wikipedia,explore_exploit,Vinson Massif,5,0.00852
wikipedia,explore_exploit,Vinson Massif,6,0.00872
wikipedia,explore_exploit,Vinson Massif,7,0.00976
wikipedia,explore_exploit,Vinson Massif,8,0.00872
wikipedia,explore_exploit,Vinson Massif,9,0.00888
wikipedia,explore_exploit,Vinson Massif,10,0.00936
wikipedia,explore_exploit,Vinson Massif,11,0.00848
wikipedia,explore_exploit,Vinson Massif,12,0.0098
wikipedia,explore_exploit,Vinson Massif,13,0.00892
wikipedia,explore_exploit,Vinson Massif,14,0.0074800000000000005
wikipedia,explore_exploit,__MEAN__,0,0.010079999999999999
wikipedia,explore_exploit,__MEAN__,1,0.01134
wikipedia,explore_exploit,__MEAN__,2,0.011716
wikipedia,explore_exploit,__MEAN__,3,0.011232
wikipedia,explore_exploit,__MEAN__,4,0.01036
wikipedia,explore_exploit,__MEAN__,5,0.010232
wikipedia,explore_exploit,__MEAN__,6,0.010936000000000001
wikipedia,explore_exploit,__MEAN__,7,0.010664
wikipedia,explore_exploit,__MEAN__,8,0.009876
wikipedia,explore_exploit,__MEAN__,9,0.010707999999999999
wikipedia,explore_exploit,__MEAN__,10,0.010716
wikipedia,explore_exploit,__MEAN__,11,0.010996
wikipedia,explore_exploit,__MEAN__,12,0.011576
wikipedia,explore_exploit,__MEAN__,13,0.011328000000000001
wikipedia,explore_exploit,__MEAN__,14,0.010784
ecommerce,no_drop,Area Rugs,0,0.0064
ecommerce,no_drop,Area Rugs,1,0.0062
ecommerce,no_drop,Area Rugs,2,0.0051142857142857144
ecommerce,no_drop,Area Rugs,3,0.004975
ecommerce,no_drop,Area Rugs,4,0.004311111111111112
ecommerce,no_drop,Area Rugs,5,0.0037777777777777775
ecommerce,no_drop,Area Rugs,6,0.004866666666666667
ecommerce,no_drop,Area Rugs,7,0.0042
ecommerce,no_drop,Area Rugs,8,0.0034799999999999996
ecommerce,no_drop,Area Rugs,9,0.0037400000000000003
ecommerce,no_drop,Area Rugs,10,0.0036999999999999997
ecommerce,no_drop,Area Rugs,11,0.00426
ecommerce,no_drop,Area Rugs,12,0.0037454545454545453
ecommerce,no_drop,Area Rugs,13,0.00345
ecommerce,no_drop,Area Rugs,14,0.003276923076923077
ecommerce,no_drop,Coaxial Cables,0,0.0038
ecommerce,no_drop,Coaxial Cables,1,0.004233333333333333
ecommerce,no_drop,Coaxial Cables,2,0.004228571428571428
ecommerce,no_drop,Coaxial Cables,3,0.0040750000000000005
ecommerce,no_drop,Coaxial Cables,4,0.0032222222222222222
ecommerce,no_drop,Coaxial Cables,5,0.0024888888888888894
ecommerce,no_drop,Coaxial Cables,6,0.0026400000000000004
ecommerce,no_drop,Coaxial Cables,7,0.002709090909090909
ecommerce,no_drop,Coaxial Cables,8,0.0027833333333333334
ecommerce,no_drop,Coaxial Cables,9,0.0022615384615384615
ecommerce,no_drop,Coaxial Cables,10,0.0017571428571428575
ecommerce,no_drop,Coaxial Cables,11,0.002133333333333333
ecommerce,no_drop,Coaxial Cables,12,0.0018874999999999999
ecommerce,no_drop,Coaxial Cables,13,0.0014874999999999999
ecommerce,no_drop,Coaxial Cables,14,0.0019058823529411763
ecommerce,no_drop,Cookware Sets,0,0.005719999999999999
ecommerce,no_drop,Cookware Sets,1,0.0055000000000000005
ecommerce,no_drop,Cookware Sets,2,0.005314285714285714
ecommerce,no_drop,Cookware Sets,3,0.0043
ecommerce,no_drop,Cookware Sets,4,0.0041111111111111105
ecommerce,no_drop,Cookware Sets,5,0.00324
ecommerce,no_drop,Cookware Sets,6,0.0032909090909090913
ecommerce,no_drop,Cookware Sets,7,0.0030833333333333333
ecommerce,no_drop,Cookware Sets,8,0.00315
ecommerce,no_drop,Cookware Sets,9,0.0024153846153846152
ecommerce,no_drop,Cookware Sets,10,0.0026769230769230767
ecommerce,no_drop,Cookware Sets,11,0.002614285714285714
ecommerce,no_drop,Cookware Sets,12,0.0024
ecommerce,no_drop,Cookware Sets,13,0.002613333333333333
ecommerce,no_drop,Cookware Sets,14,0.002426666666666667
ecommerce,no_drop,DVI,0,0.0026000000000000003
ecommerce,no_drop,DVI,1,0.0033000000000000004
ecommerce,no_drop,DVI,2,0.003
ecommerce,no_drop,DVI,3,0.003025
ecommerce,no_drop,DVI,4,0.0021333333333333334
ecommerce,no_drop,DVI,5,0.0019199999999999998
ecommerce,no_drop,DVI,6,0.0017999999999999997
ecommerce,no_drop,DVI,7,0.0019
ecommerce,no_drop,DVI,8,0.0014615384615384616
ecommerce,no_drop,DVI,9,0.001969230769230769
ecommerce,no_drop,DVI,10,0.0016000000000000003
ecommerce,no_drop,DVI,11,0.0014923076923076923
ecommerce,no_drop,DVI,12,0.001507692307692308
ecommerce,no_drop,DVI,13,0.0016857142857142858
ecommerce,no_drop,DVI,14,0.0011600000000000002
ecommerce,no_drop,Kitchen Sinks,0,0.0094
ecommerce,no_drop,Kitchen Sinks,1,0.008133333333333333
ecommerce,no_drop,Kitchen Sinks,2,0.00817142857142857
ecommerce,no_drop,Kitchen Sinks,3,0.007124999999999999
ecommerce,no_drop,Kitchen Sinks,4,0.005875
ecommerce,no_drop,Kitchen Sinks,5,0.0054666666666666665
ecommerce,no_drop,Kitchen Sinks,6,0.005659999999999999
ecommerce,no_drop,Kitchen Sinks,7,0.005018181818181818
ecommerce,no_drop,Kitchen Sinks,8,0.005000000000000001
ecommerce,no_drop,Kitchen Sinks,9,0.004369230769230769
ecommerce,no_drop,Kitchen Sinks,10,0.004246153846153846
ecommerce,no_drop,Kitchen Sinks,11,0.004276923076923077
ecommerce,no_drop,Kitchen Sinks,12,0.003585714285714286
ecommerce,no_drop,Kitchen Sinks,13,0.004671428571428571
ecommerce,no_drop,Kitchen Sinks,14,0.0036
ecommerce,no_drop,Lighting Cables,0,0.00468
ecommerce,no_drop,Lighting Cables,1,0.0043
ecommerce,no_drop,Lighting Cables,2,0.004285714285714287
ecommerce,no_drop,Lighting Cables,3,0.00315
ecommerce,no_drop,Lighting Cables,4,0.0030444444444444442
ecommerce,no_drop,Lighting Cables,5,0.003
ecommerce,no_drop,Lighting Cables,6,0.0033333333333333335
ecommerce,no_drop,Lighting Cables,7,0.00306
ecommerce,no_drop,Lighting Cables,8,0.00252
ecommerce,no_drop,Lighting Cables,9,0.0026
ecommerce,no_drop,Lighting Cables,10,0.002781818181818182
ecommerce,no_drop,Lighting Cables,11,0.002472727272727273
ecommerce,no_drop,Lighting Cables,12,0.0024545454545454545
ecommerce,no_drop,Lighting Cables,13,0.0030727272727272725
ecommerce,no_drop,Lighting Cables,14,0.0017999999999999997
ecommerce,no_drop,Measuring Tools & Scales,0,0.005520000000000001
ecommerce,no_drop,Measuring Tools & Scales,1,0.0051
ecommerce,no_drop,Measuring Tools & Scales,2,0.005266666666666666
ecommerce,no_drop,Measuring Tools & Scales,3,0.005466666666666667
ecommerce,no_drop,Measuring Tools & Scales,4,0.004742857142857143
ecommerce,no_drop,Measuring Tools & Scales,5,0.004175
ecommerce,no_drop,Measuring Tools & Scales,6,0.0038749999999999995
ecommerce,no_drop,Measuring Tools & Scales,7,0.003525
ecommerce,no_drop,Measuring Tools & Scales,8,0.0032666666666666664
ecommerce,no_drop,Measuring Tools & Scales,9,0.00298
ecommerce,no_drop,Measuring Tools & Scales,10,0.0030800000000000003
ecommerce,no_drop,Measuring Tools & Scales,11,0.00352
ecommerce,no_drop,Measuring Tools & Scales,12,0.00312
ecommerce,no_drop,Measuring Tools & Scales,13,0.0031399999999999996
ecommerce,no_drop,Measuring Tools & Scales,14,0.0031599999999999996
ecommerce,no_drop,Spray Bottles,0,0.00688
ecommerce,no_drop,Spray Bottles,1,0.006266666666666667
ecommerce,no_drop,Spray Bottles,2,0.005942857142857144
ecommerce,no_drop,Spray Bottles,3,0.005600000000000001
ecommerce,no_drop,Spray Bottles,4,0.003975
ecommerce,no_drop,Spray Bottles,5,0.0037333333333333337
ecommerce,no_drop,Spray Bottles,6,0.00334
ecommerce,no_drop,Spray Bottles,7,0.0034545454545454545
ecommerce,no_drop,Spray Bottles,8,0.0039454545454545445
ecommerce,no_drop,Spray Bottles,9,0.0033666666666666667
ecommerce,no_drop,Spray Bottles,10,0.00345
ecommerce,no_drop,Spray Bottles,11,0.0030833333333333333
ecommerce,no_drop,Spray Bottles,12,0.0030307692307692305
ecommerce,no_drop,Spray Bottles,13,0.002671428571428571
ecommerce,no_drop,Spray Bottles,14,0.00236
ecommerce,no_drop,TV Antennas,0,0.00312
ecommerce,no_drop,TV Antennas,1,0.0030666666666666668
ecommerce,no_drop,TV Antennas,2,0.0034000000000000002
ecommerce,no_drop,TV Antennas,3,0.002875
ecommerce,no_drop,TV Antennas,4,0.0024
ecommerce,no_drop,TV Antennas,5,0.0024
ecommerce,no_drop,TV Antennas,6,0.00256
ecommerce,no_drop,TV Antennas,7,0.0027
ecommerce,no_drop,TV Antennas,8,0.0025
ecommerce,no_drop,TV Antennas,9,0.00226
ecommerce,no_drop,TV Antennas,10,0.0020545454545454543
ecommerce,no_drop,TV Antennas,11,0.00215
ecommerce,no_drop,TV Antennas,12,0.0020615384615384614
ecommerce,no_drop,TV Antennas,13,0.001892307692307692
ecommerce,no_drop,TV Antennas,14,0.0020615384615384614
ecommerce,no_drop,Wall Plates,0,0.00572
ecommerce,no_drop,Wall Plates,1,0.005666666666666667
ecommerce,no_drop,Wall Plates,2,0.005085714285714285
ecommerce,no_drop,Wall Plates,3,0.004824999999999999
ecommerce,no_drop,Wall Plates,4,0.0031555555555555555
ecommerce,no_drop,Wall Plates,5,0.00358
ecommerce,no_drop,Wall Plates,6,0.0031272727272727272
