domain,method,topic,iteration,ctr
ecommerce,no_drop,Wall Plates,7,0.002766666666666667
ecommerce,no_drop,Wall Plates,8,0.0025076923076923076
ecommerce,no_drop,Wall Plates,9,0.002446153846153846
ecommerce,no_drop,Wall Plates,10,0.002342857142857143
ecommerce,no_drop,Wall Plates,11,0.0022
ecommerce,no_drop,Wall Plates,12,0.00224
ecommerce,no_drop,Wall Plates,13,0.0019874999999999997
ecommerce,no_drop,Wall Plates,14,0.0019529411764705883
ecommerce,no_drop,__MEAN__,0,0.005384
ecommerce,no_drop,__MEAN__,1,0.005176666666666667
ecommerce,no_drop,__MEAN__,2,0.004980952380952381
ecommerce,no_drop,__MEAN__,3,0.004541666666666667
ecommerce,no_drop,__MEAN__,4,0.003697063492063492
ecommerce,no_drop,__MEAN__,5,0.003378166666666667
ecommerce,no_drop,__MEAN__,6,0.003449318181818182
ecommerce,no_drop,__MEAN__,7,0.003241681818181818
ecommerce,no_drop,__MEAN__,8,0.0030614685314685314
ecommerce,no_drop,__MEAN__,9,0.002840820512820513
ecommerce,no_drop,__MEAN__,10,0.002768944055944056
ecommerce,no_drop,__MEAN__,11,0.002820291042291042
ecommerce,no_drop,__MEAN__,12,0.0026033214285714284
ecommerce,no_drop,__MEAN__,13,0.0026671939726939727
ecommerce,no_drop,__MEAN__,14,0.002370395173453997
ecommerce,random_ctr,Area Rugs,0,0.006720000000000001
ecommerce,random_ctr,Area Rugs,1,0.00756
ecommerce,random_ctr,Area Rugs,2,0.00852
ecommerce,random_ctr,Area Rugs,3,0.00868
ecommerce,random_ctr,Area Rugs,4,0.007800000000000001
ecommerce,random_ctr,Area Rugs,5,0.007680000000000001
ecommerce,random_ctr,Area Rugs,6,0.00836
ecommerce,random_ctr,Area Rugs,7,0.00852
ecommerce,random_ctr,Area Rugs,8,0.007239999999999999
ecommerce,random_ctr,Area Rugs,9,0.00756
ecommerce,random_ctr,Area Rugs,10,0.007600000000000001
ecommerce,random_ctr,Area Rugs,11,0.0084
ecommerce,random_ctr,Area Rugs,12,0.00988
ecommerce,random_ctr,Area Rugs,13,0.00908
ecommerce,random_ctr,Area Rugs,14,0.008
ecommerce,random_ctr,Coaxial Cables,0,0.004200000000000001
ecommerce,random_ctr,Coaxial Cables,1,0.0046
ecommerce,random_ctr,Coaxial Cables,2,0.005599999999999999
ecommerce,random_ctr,Coaxial Cables,3,0.00572
ecommerce,random_ctr,Coaxial Cables,4,0.004280000000000001
ecommerce,random_ctr,Coaxial Cables,5,0.00496
ecommerce,random_ctr,Coaxial Cables,6,0.00592
ecommerce,random_ctr,Coaxial Cables,7,0.00636
ecommerce,random_ctr,Coaxial Cables,8,0.00664
ecommerce,random_ctr,Coaxial Cables,9,0.0058000000000000005
ecommerce,random_ctr,Coaxial Cables,10,0.00596
ecommerce,random_ctr,Coaxial Cables,11,0.00668
ecommerce,random_ctr,Coaxial Cables,12,0.007679999999999999
ecommerce,random_ctr,Coaxial Cables,13,0.006319999999999999
ecommerce,random_ctr,Coaxial Cables,14,0.00692
ecommerce,random_ctr,Cookware Sets,0,0.006039999999999999
ecommerce,random_ctr,Cookware Sets,1,0.00704
ecommerce,random_ctr,Cookware Sets,2,0.0076
ecommerce,random_ctr,Cookware Sets,3,0.00776
ecommerce,random_ctr,Cookware Sets,4,0.006840000000000001
ecommerce,random_ctr,Cookware Sets,5,0.0061200000000000004
ecommerce,random_ctr,Cookware Sets,6,0.00636
ecommerce,random_ctr,Cookware Sets,7,0.006320000000000001
ecommerce,random_ctr,Cookware Sets,8,0.0062
ecommerce,random_ctr,Cookware Sets,9,0.0073999999999999995
ecommerce,random_ctr,Cookware Sets,10,0.0061600000000000005
ecommerce,random_ctr,Cookware Sets,11,0.007759999999999999
ecommerce,random_ctr,Cookware Sets,12,0.0082
ecommerce,random_ctr,Cookware Sets,13,0.007000000000000001
ecommerce,random_ctr,Cookware Sets,14,0.007679999999999999
ecommerce,random_ctr,DVI,0,0.00268
ecommerce,random_ctr,DVI,1,0.0032
ecommerce,random_ctr,DVI,2,0.0044800000000000005
ecommerce,random_ctr,DVI,3,0.004200000000000001
ecommerce,random_ctr,DVI,4,0.00388
ecommerce,random_ctr,DVI,5,0.0034799999999999996
ecommerce,random_ctr,DVI,6,0.00436
ecommerce,random_ctr,DVI,7,0.0048000000000000004
ecommerce,random_ctr,DVI,8,0.004399999999999999
ecommerce,random_ctr,DVI,9,0.0032
ecommerce,random_ctr,DVI,10,0.00404
ecommerce,random_ctr,DVI,11,0.00544
ecommerce,random_ctr,DVI,12,0.00456
ecommerce,random_ctr,DVI,13,0.00424
ecommerce,random_ctr,DVI,14,0.0038399999999999997
ecommerce,random_ctr,Kitchen Sinks,0,0.009319999999999998
ecommerce,random_ctr,Kitchen Sinks,1,0.010239999999999999
ecommerce,random_ctr,Kitchen Sinks,2,0.01252
ecommerce,random_ctr,Kitchen Sinks,3,0.012240000000000001
ecommerce,random_ctr,Kitchen Sinks,4,0.01168
ecommerce,random_ctr,Kitchen Sinks,5,0.012639999999999998
ecommerce,random_ctr,Kitchen Sinks,6,0.012760000000000002
ecommerce,random_ctr,Kitchen Sinks,7,0.012199999999999999
ecommerce,random_ctr,Kitchen Sinks,8,0.01012
ecommerce,random_ctr,Kitchen Sinks,9,0.01248
ecommerce,random_ctr,Kitchen Sinks,10,0.010239999999999999
ecommerce,random_ctr,Kitchen Sinks,11,0.011879999999999998
ecommerce,random_ctr,Kitchen Sinks,12,0.01272
ecommerce,random_ctr,Kitchen Sinks,13,0.010719999999999999
ecommerce,random_ctr,Kitchen Sinks,14,0.011
ecommerce,random_ctr,Lighting Cables,0,0.00448
ecommerce,random_ctr,Lighting Cables,1,0.00504
ecommerce,random_ctr,Lighting Cables,2,0.0058
ecommerce,random_ctr,Lighting Cables,3,0.007279999999999999
ecommerce,random_ctr,Lighting Cables,4,0.005399999999999999
ecommerce,random_ctr,Lighting Cables,5,0.004960000000000001
ecommerce,random_ctr,Lighting Cables,6,0.0052
ecommerce,random_ctr,Lighting Cables,7,0.00608
ecommerce,random_ctr,Lighting Cables,8,0.006
ecommerce,random_ctr,Lighting Cables,9,0.00516
ecommerce,random_ctr,Lighting Cables,10,0.0057599999999999995
ecommerce,random_ctr,Lighting Cables,11,0.00552
ecommerce,random_ctr,Lighting Cables,12,0.00596
ecommerce,random_ctr,Lighting Cables,13,0.006279999999999999
ecommerce,random_ctr,Lighting Cables,14,0.0061600000000000005
ecommerce,random_ctr,Measuring Tools & Scales,0,0.00528
ecommerce,random_ctr,Measuring Tools & Scales,1,0.00648
ecommerce,random_ctr,Measuring Tools & Scales,2,0.00692
ecommerce,random_ctr,Measuring Tools & Scales,3,0.0072
ecommerce,random_ctr,Measuring Tools & Scales,4,0.0057599999999999995
ecommerce,random_ctr,Measuring Tools & Scales,5,0.00616
ecommerce,random_ctr,Measuring Tools & Scales,6,0.0068000000000000005
ecommerce,random_ctr,Measuring Tools & Scales,7,0.0064399999999999995
ecommerce,random_ctr,Measuring Tools & Scales,8,0.00568
ecommerce,random_ctr,Measuring Tools & Scales,9,0.00604
ecommerce,random_ctr,Measuring Tools & Scales,10,0.00648
ecommerce,random_ctr,Measuring Tools & Scales,11,0.006959999999999999
ecommerce,random_ctr,Measuring Tools & Scales,12,0.00728
ecommerce,random_ctr,Measuring Tools & Scales,13,0.007520000000000001
ecommerce,random_ctr,Measuring Tools & Scales,14,0.0073999999999999995
ecommerce,random_ctr,Spray Bottles,0,0.00688
ecommerce,random_ctr,Spray Bottles,1,0.00824
ecommerce,random_ctr,Spray Bottles,2,0.00824
ecommerce,random_ctr,Spray Bottles,3,0.00776
ecommerce,random_ctr,Spray Bottles,4,0.006560000000000001
ecommerce,random_ctr,Spray Bottles,5,0.00608
ecommerce,random_ctr,Spray Bottles,6,0.00676
ecommerce,random_ctr,Spray Bottles,7,0.00692
ecommerce,random_ctr,Spray Bottles,8,0.0062
ecommerce,random_ctr,Spray Bottles,9,0.006559999999999999
ecommerce,random_ctr,Spray Bottles,10,0.006640000000000002
ecommerce,random_ctr,Spray Bottles,11,0.00776
ecommerce,random_ctr,Spray Bottles,12,0.00836
ecommerce,random_ctr,Spray Bottles,13,0.00788
ecommerce,random_ctr,Spray Bottles,14,0.00648
ecommerce,random_ctr,TV Antennas,0,0.00304
ecommerce,random_ctr,TV Antennas,1,0.0038
ecommerce,random_ctr,TV Antennas,2,0.00532
ecommerce,random_ctr,TV Antennas,3,0.006640000000000002
ecommerce,random_ctr,TV Antennas,4,0.0058000000000000005
ecommerce,random_ctr,TV Antennas,5,0.00592
ecommerce,random_ctr,TV Antennas,6,0.00668
ecommerce,random_ctr,TV Antennas,7,0.00668
ecommerce,random_ctr,TV Antennas,8,0.00592
ecommerce,random_ctr,TV Antennas,9,0.0061200000000000004
ecommerce,random_ctr,TV Antennas,10,0.007000000000000001
ecommerce,random_ctr,TV Antennas,11,0.00676
ecommerce,random_ctr,TV Antennas,12,0.00692
ecommerce,random_ctr,TV Antennas,13,0.006279999999999999
ecommerce,random_ctr,TV Antennas,14,0.0064
ecommerce,random_ctr,Wall Plates,0,0.005560000000000001
ecommerce,random_ctr,Wall Plates,1,0.00708
ecommerce,random_ctr,Wall Plates,2,0.00776
ecommerce,random_ctr,Wall Plates,3,0.007639999999999999
ecommerce,random_ctr,Wall Plates,4,0.007479999999999999
ecommerce,random_ctr,Wall Plates,5,0.006280000000000001
ecommerce,random_ctr,Wall Plates,6,0.00728
ecommerce,random_ctr,Wall Plates,7,0.00704
ecommerce,random_ctr,Wall Plates,8,0.0061600000000000005
ecommerce,random_ctr,Wall Plates,9,0.00744
ecommerce,random_ctr,Wall Plates,10,0.006719999999999999
ecommerce,random_ctr,Wall Plates,11,0.006840000000000001
ecommerce,random_ctr,Wall Plates,12,0.0086
ecommerce,random_ctr,Wall Plates,13,0.00756
ecommerce,random_ctr,Wall Plates,14,0.007039999999999999
ecommerce,random_ctr,__MEAN__,0,0.0054199999999999995
ecommerce,random_ctr,__MEAN__,1,0.006328
ecommerce,random_ctr,__MEAN__,2,0.007276
ecommerce,random_ctr,__MEAN__,3,0.0075120000000000004
ecommerce,random_ctr,__MEAN__,4,0.006548
ecommerce,random_ctr,__MEAN__,5,0.0064280000000000006
ecommerce,random_ctr,__MEAN__,6,0.0070480000000000004
ecommerce,random_ctr,__MEAN__,7,0.007136000000000001
ecommerce,random_ctr,__MEAN__,8,0.006456000000000001
ecommerce,random_ctr,__MEAN__,9,0.006776
ecommerce,random_ctr,__MEAN__,10,0.006660000000000001
ecommerce,random_ctr,__MEAN__,11,0.0073999999999999995
ecommerce,random_ctr,__MEAN__,12,0.008015999999999999
ecommerce,random_ctr,__MEAN__,13,0.007288
ecommerce,random_ctr,__MEAN__,14,0.007091999999999999
ecommerce,partial_ctr,Area Rugs,0,0.0064
ecommerce,partial_ctr,Area Rugs,1,0.007680000000000001
ecommerce,partial_ctr,Area Rugs,2,0.00856
ecommerce,partial_ctr,Area Rugs,3,0.008479999999999998
ecommerce,partial_ctr,Area Rugs,4,0.008119999999999999
ecommerce,partial_ctr,Area Rugs,5,0.008
ecommerce,partial_ctr,Area Rugs,6,0.00904
ecommerce,partial_ctr,Area Rugs,7,0.008119999999999999
ecommerce,partial_ctr,Area Rugs,8,0.007639999999999999
ecommerce,partial_ctr,Area Rugs,9,0.007759999999999999
ecommerce,partial_ctr,Area Rugs,10,0.00984
ecommerce,partial_ctr,Area Rugs,11,0.010719999999999999
ecommerce,partial_ctr,Area Rugs,12,0.01056
ecommerce,partial_ctr,Area Rugs,13,0.01024
ecommerce,partial_ctr,Area Rugs,14,0.00972
ecommerce,partial_ctr,Coaxial Cables,0,0.0038
ecommerce,partial_ctr,Coaxial Cables,1,0.00484
ecommerce,partial_ctr,Coaxial Cables,2,0.00572
ecommerce,partial_ctr,Coaxial Cables,3,0.006959999999999999
ecommerce,partial_ctr,Coaxial Cables,4,0.00596
ecommerce,partial_ctr,Coaxial Cables,5,0.0061200000000000004
ecommerce,partial_ctr,Coaxial Cables,6,0.0067599999999999995
ecommerce,partial_ctr,Coaxial Cables,7,0.00704
ecommerce,partial_ctr,Coaxial Cables,8,0.0066
ecommerce,partial_ctr,Coaxial Cables,9,0.006320000000000001
ecommerce,partial_ctr,Coaxial Cables,10,0.0061200000000000004
ecommerce,partial_ctr,Coaxial Cables,11,0.006959999999999999
ecommerce,partial_ctr,Coaxial Cables,12,0.00788
ecommerce,partial_ctr,Coaxial Cables,13,0.006279999999999999
ecommerce,partial_ctr,Coaxial Cables,14,0.00716
ecommerce,partial_ctr,Cookware Sets,0,0.005719999999999999
ecommerce,partial_ctr,Cookware Sets,1,0.00692
ecommerce,partial_ctr,Cookware Sets,2,0.00776
ecommerce,partial_ctr,Cookware Sets,3,0.007679999999999999
ecommerce,partial_ctr,Cookware Sets,4,0.00772
ecommerce,partial_ctr,Cookware Sets,5,0.0066
ecommerce,partial_ctr,Cookware Sets,6,0.008159999999999999
ecommerce,partial_ctr,Cookware Sets,7,0.00832
ecommerce,partial_ctr,Cookware Sets,8,0.008200000000000002
ecommerce,partial_ctr,Cookware Sets,9,0.00716
ecommerce,partial_ctr,Cookware Sets,10,0.00744
ecommerce,partial_ctr,Cookware Sets,11,0.0094
ecommerce,partial_ctr,Cookware Sets,12,0.009479999999999999
ecommerce,partial_ctr,Cookware Sets,13,0.00912
ecommerce,partial_ctr,Cookware Sets,14,0.00856
ecommerce,partial_ctr,DVI,0,0.0026000000000000003
ecommerce,partial_ctr,DVI,1,0.00344
ecommerce,partial_ctr,DVI,2,0.0048000000000000004
ecommerce,partial_ctr,DVI,3,0.006520000000000001
ecommerce,partial_ctr,DVI,4,0.00424
ecommerce,partial_ctr,DVI,5,0.00388
ecommerce,partial_ctr,DVI,6,0.00452
ecommerce,partial_ctr,DVI,7,0.0048000000000000004
ecommerce,partial_ctr,DVI,8,0.004839999999999999
ecommerce,partial_ctr,DVI,9,0.00532
ecommerce,partial_ctr,DVI,10,0.0048400000000000006
ecommerce,partial_ctr,DVI,11,0.00452
ecommerce,partial_ctr,DVI,12,0.005200000000000001
ecommerce,partial_ctr,DVI,13,0.00484
ecommerce,partial_ctr,DVI,14,0.00396
ecommerce,partial_ctr,Kitchen Sinks,0,0.0094
ecommerce,partial_ctr,Kitchen Sinks,1,0.01048
ecommerce,partial_ctr,Kitchen Sinks,2,0.01216
ecommerce,partial_ctr,Kitchen Sinks,3,0.013120000000000001
ecommerce,partial_ctr,Kitchen Sinks,4,0.01136
ecommerce,partial_ctr,Kitchen Sinks,5,0.011720000000000001
ecommerce,partial_ctr,Kitchen Sinks,6,0.012879999999999999
ecommerce,partial_ctr,Kitchen Sinks,7,0.013439999999999999
ecommerce,partial_ctr,Kitchen Sinks,8,0.01164
ecommerce,partial_ctr,Kitchen Sinks,9,0.013120000000000001
ecommerce,partial_ctr,Kitchen Sinks,10,0.01216
ecommerce,partial_ctr,Kitchen Sinks,11,0.013000000000000001
ecommerce,partial_ctr,Kitchen Sinks,12,0.01364
ecommerce,partial_ctr,Kitchen Sinks,13,0.013800000000000002
ecommerce,partial_ctr,Kitchen Sinks,14,0.012560000000000002
ecommerce,partial_ctr,Lighting Cables,0,0.00468
ecommerce,partial_ctr,Lighting Cables,1,0.005359999999999999
ecommerce,partial_ctr,Lighting Cables,2,0.006959999999999999
ecommerce,partial_ctr,Lighting Cables,3,0.0062
ecommerce,partial_ctr,Lighting Cables,4,0.00624
ecommerce,partial_ctr,Lighting Cables,5,0.006279999999999999
ecommerce,partial_ctr,Lighting Cables,6,0.00624
ecommerce,partial_ctr,Lighting Cables,7,0.006719999999999999
ecommerce,partial_ctr,Lighting Cables,8,0.00568
ecommerce,partial_ctr,Lighting Cables,9,0.00592
ecommerce,partial_ctr,Lighting Cables,10,0.006559999999999999
ecommerce,partial_ctr,Lighting Cables,11,0.006359999999999999
ecommerce,partial_ctr,Lighting Cables,12,0.006959999999999999
ecommerce,partial_ctr,Lighting Cables,13,0.00688
ecommerce,partial_ctr,Lighting Cables,14,0.0062
ecommerce,partial_ctr,Measuring Tools & Scales,0,0.005520000000000001
ecommerce,partial_ctr,Measuring Tools & Scales,1,0.0064
ecommerce,partial_ctr,Measuring Tools & Scales,2,0.0072
ecommerce,partial_ctr,Measuring Tools & Scales,3,0.00816
ecommerce,partial_ctr,Measuring Tools & Scales,4,0.00708
ecommerce,partial_ctr,Measuring Tools & Scales,5,0.006320000000000001
ecommerce,partial_ctr,Measuring Tools & Scales,6,0.007239999999999999
ecommerce,partial_ctr,Measuring Tools & Scales,7,0.0066
ecommerce,partial_ctr,Measuring Tools & Scales,8,0.0064399999999999995
ecommerce,partial_ctr,Measuring Tools & Scales,9,0.006560000000000001
ecommerce,partial_ctr,Measuring Tools & Scales,10,0.00736
ecommerce,partial_ctr,Measuring Tools & Scales,11,0.0074800000000000005
ecommerce,partial_ctr,Measuring Tools & Scales,12,0.0074800000000000005
ecommerce,partial_ctr,Measuring Tools & Scales,13,0.007200000000000001
ecommerce,partial_ctr,Measuring Tools & Scales,14,0.00732
ecommerce,partial_ctr,Spray Bottles,0,0.00688
ecommerce,partial_ctr,Spray Bottles,1,0.008159999999999999
ecommerce,partial_ctr,Spray Bottles,2,0.0088
ecommerce,partial_ctr,Spray Bottles,3,0.009640000000000001
ecommerce,partial_ctr,Spray Bottles,4,0.00832
ecommerce,partial_ctr,Spray Bottles,5,0.007640000000000001
ecommerce,partial_ctr,Spray Bottles,6,0.007600000000000001
ecommerce,partial_ctr,Spray Bottles,7,0.00824
ecommerce,partial_ctr,Spray Bottles,8,0.008400000000000001
ecommerce,partial_ctr,Spray Bottles,9,0.007880000000000002
ecommerce,partial_ctr,Spray Bottles,10,0.0076
ecommerce,partial_ctr,Spray Bottles,11,0.00804
ecommerce,partial_ctr,Spray Bottles,12,0.00988
ecommerce,partial_ctr,Spray Bottles,13,0.00868
ecommerce,partial_ctr,Spray Bottles,14,0.00808
ecommerce,partial_ctr,TV Antennas,0,0.00312
ecommerce,partial_ctr,TV Antennas,1,0.00388
ecommerce,partial_ctr,TV Antennas,2,0.00568
ecommerce,partial_ctr,TV Antennas,3,0.00616
ecommerce,partial_ctr,TV Antennas,4,0.00568
ecommerce,partial_ctr,TV Antennas,5,0.0054800000000000005
ecommerce,partial_ctr,TV Antennas,6,0.0064399999999999995
ecommerce,partial_ctr,TV Antennas,7,0.0064
ecommerce,partial_ctr,TV Antennas,8,0.005960000000000001
ecommerce,partial_ctr,TV Antennas,9,0.006279999999999999
ecommerce,partial_ctr,TV Antennas,10,0.00612
ecommerce,partial_ctr,TV Antennas,11,0.0066
ecommerce,partial_ctr,TV Antennas,12,0.0076
ecommerce,partial_ctr,TV Antennas,13,0.00596
ecommerce,partial_ctr,TV Antennas,14,0.0067599999999999995
ecommerce,partial_ctr,Wall Plates,0,0.00572
ecommerce,partial_ctr,Wall Plates,1,0.007000000000000001
ecommerce,partial_ctr,Wall Plates,2,0.007639999999999999
ecommerce,partial_ctr,Wall Plates,3,0.00892
ecommerce,partial_ctr,Wall Plates,4,0.0061600000000000005
ecommerce,partial_ctr,Wall Plates,5,0.00728
ecommerce,partial_ctr,Wall Plates,6,0.00776
ecommerce,partial_ctr,Wall Plates,7,0.007639999999999999
ecommerce,partial_ctr,Wall Plates,8,0.00676
ecommerce,partial_ctr,Wall Plates,9,0.00668
ecommerce,partial_ctr,Wall Plates,10,0.0068000000000000005
ecommerce,partial_ctr,Wall Plates,11,0.007479999999999999
ecommerce,partial_ctr,Wall Plates,12,0.00784
ecommerce,partial_ctr,Wall Plates,13,0.00716
ecommerce,partial_ctr,Wall Plates,14,0.007520000000000001
ecommerce,partial_ctr,__MEAN__,0,0.005384
ecommerce,partial_ctr,__MEAN__,1,0.006416
ecommerce,partial_ctr,__MEAN__,2,0.007528
ecommerce,partial_ctr,__MEAN__,3,0.008184
ecommerce,partial_ctr,__MEAN__,4,0.007088
ecommerce,partial_ctr,__MEAN__,5,0.006932000000000001
ecommerce,partial_ctr,__MEAN__,6,0.007664
ecommerce,partial_ctr,__MEAN__,7,0.007732
ecommerce,partial_ctr,__MEAN__,8,0.007216
ecommerce,partial_ctr,__MEAN__,9,0.007300000000000001
ecommerce,partial_ctr,__MEAN__,10,0.007484
ecommerce,partial_ctr,__MEAN__,11,0.008055999999999999
ecommerce,partial_ctr,__MEAN__,12,0.008652
ecommerce,partial_ctr,__MEAN__,13,0.008015999999999999
ecommerce,partial_ctr,__MEAN__,14,0.007784000000000001
ecommerce,full_ctr,Area Rugs,0,0.0064
ecommerce,full_ctr,Area Rugs,1,0.007639999999999999
ecommerce,full_ctr,Area Rugs,2,0.00868
ecommerce,full_ctr,Area Rugs,3,0.008799999999999999
ecommerce,full_ctr,Area Rugs,4,0.007759999999999999
ecommerce,full_ctr,Area Rugs,5,0.0072
ecommerce,full_ctr,Area Rugs,6,0.0084
ecommerce,full_ctr,Area Rugs,7,0.008039999999999999
ecommerce,full_ctr,Area Rugs,8,0.00728
ecommerce,full_ctr,Area Rugs,9,0.007680000000000001
ecommerce,full_ctr,Area Rugs,10,0.007959999999999998
ecommerce,full_ctr,Area Rugs,11,0.00852
ecommerce,full_ctr,Area Rugs,12,0.00872
ecommerce,full_ctr,Area Rugs,13,0.00896
ecommerce,full_ctr,Area Rugs,14,0.008400000000000001
ecommerce,full_ctr,Coaxial Cables,0,0.0038
ecommerce,full_ctr,Coaxial Cables,1,0.00464
ecommerce,full_ctr,Coaxial Cables,2,0.0054399999999999995
ecommerce,full_ctr,Coaxial Cables,3,0.0058
ecommerce,full_ctr,Coaxial Cables,4,0.0044
ecommerce,full_ctr,Coaxial Cables,5,0.00392
ecommerce,full_ctr,Coaxial Cables,6,0.00484
ecommerce,full_ctr,Coaxial Cables,7,0.004919999999999999
ecommerce,full_ctr,Coaxial Cables,8,0.0048000000000000004
ecommerce,full_ctr,Coaxial Cables,9,0.00476
ecommerce,full_ctr,Coaxial Cables,10,0.0048000000000000004
ecommerce,full_ctr,Coaxial Cables,11,0.005639999999999999
ecommerce,full_ctr,Coaxial Cables,12,0.00652
ecommerce,full_ctr,Coaxial Cables,13,0.004399999999999999
ecommerce,full_ctr,Coaxial Cables,14,0.00524
ecommerce,full_ctr,Cookware Sets,0,0.005719999999999999
ecommerce,full_ctr,Cookware Sets,1,0.0066
ecommerce,full_ctr,Cookware Sets,2,0.007520000000000001
ecommerce,full_ctr,Cookware Sets,3,0.007479999999999999
ecommerce,full_ctr,Cookware Sets,4,0.00716
ecommerce,full_ctr,Cookware Sets,5,0.00592
ecommerce,full_ctr,Cookware Sets,6,0.00732
ecommerce,full_ctr,Cookware Sets,7,0.00732
ecommerce,full_ctr,Cookware Sets,8,0.00716
ecommerce,full_ctr,Cookware Sets,9,0.00652
ecommerce,full_ctr,Cookware Sets,10,0.00688
ecommerce,full_ctr,Cookware Sets,11,0.0082
ecommerce,full_ctr,Cookware Sets,12,0.0086
ecommerce,full_ctr,Cookware Sets,13,0.00816
ecommerce,full_ctr,Cookware Sets,14,0.007880000000000002
ecommerce,full_ctr,DVI,0,0.0026000000000000003
ecommerce,full_ctr,DVI,1,0.00292
ecommerce,full_ctr,DVI,2,0.00412
ecommerce,full_ctr,DVI,3,0.0057599999999999995
ecommerce,full_ctr,DVI,4,0.00432
ecommerce,full_ctr,DVI,5,0.00392
ecommerce,full_ctr,DVI,6,0.004360000000000001
ecommerce,full_ctr,DVI,7,0.00492
ecommerce,full_ctr,DVI,8,0.00464
ecommerce,full_ctr,DVI,9,0.00488
ecommerce,full_ctr,DVI,10,0.00464
ecommerce,full_ctr,DVI,11,0.004719999999999999
ecommerce,full_ctr,DVI,12,0.004999999999999999
ecommerce,full_ctr,DVI,13,0.0048400000000000006
ecommerce,full_ctr,DVI,14,0.0037600000000000003
ecommerce,full_ctr,Kitchen Sinks,0,0.0094
ecommerce,full_ctr,Kitchen Sinks,1,0.0102
ecommerce,full_ctr,Kitchen Sinks,2,0.011080000000000001
ecommerce,full_ctr,Kitchen Sinks,3,0.011840000000000002
ecommerce,full_ctr,Kitchen Sinks,4,0.009640000000000001
ecommerce,full_ctr,Kitchen Sinks,5,0.0102
ecommerce,full_ctr,Kitchen Sinks,6,0.011479999999999999
ecommerce,full_ctr,Kitchen Sinks,7,0.01144
ecommerce,full_ctr,Kitchen Sinks,8,0.0098
ecommerce,full_ctr,Kitchen Sinks,9,0.010879999999999999
ecommerce,full_ctr,Kitchen Sinks,10,0.010360000000000001
ecommerce,full_ctr,Kitchen Sinks,11,0.010759999999999999
ecommerce,full_ctr,Kitchen Sinks,12,0.01104
ecommerce,full_ctr,Kitchen Sinks,13,0.0114
ecommerce,full_ctr,Kitchen Sinks,14,0.0102
ecommerce,full_ctr,Lighting Cables,0,0.00468
ecommerce,full_ctr,Lighting Cables,1,0.00504
ecommerce,full_ctr,Lighting Cables,2,0.00612
ecommerce,full_ctr,Lighting Cables,3,0.006
ecommerce,full_ctr,Lighting Cables,4,0.00568
ecommerce,full_ctr,Lighting Cables,5,0.00568
ecommerce,full_ctr,Lighting Cables,6,0.00588
ecommerce,full_ctr,Lighting Cables,7,0.0056
ecommerce,full_ctr,Lighting Cables,8,0.00516
ecommerce,full_ctr,Lighting Cables,9,0.005200000000000001
ecommerce,full_ctr,Lighting Cables,10,0.00564
ecommerce,full_ctr,Lighting Cables,11,0.0054399999999999995
ecommerce,full_ctr,Lighting Cables,12,0.005599999999999999
ecommerce,full_ctr,Lighting Cables,13,0.005880000000000001
ecommerce,full_ctr,Lighting Cables,14,0.00572
ecommerce,full_ctr,Measuring Tools & Scales,0,0.005520000000000001
ecommerce,full_ctr,Measuring Tools & Scales,1,0.00596
ecommerce,full_ctr,Measuring Tools & Scales,2,0.006840000000000001
ecommerce,full_ctr,Measuring Tools & Scales,3,0.0073999999999999995
ecommerce,full_ctr,Measuring Tools & Scales,4,0.006279999999999999
ecommerce,full_ctr,Measuring Tools & Scales,5,0.0057599999999999995
ecommerce,full_ctr,Measuring Tools & Scales,6,0.0061600000000000005
ecommerce,full_ctr,Measuring Tools & Scales,7,0.0058000000000000005
ecommerce,full_ctr,Measuring Tools & Scales,8,0.005599999999999999
ecommerce,full_ctr,Measuring Tools & Scales,9,0.00564
ecommerce,full_ctr,Measuring Tools & Scales,10,0.00592
ecommerce,full_ctr,Measuring Tools & Scales,11,0.00604
ecommerce,full_ctr,Measuring Tools & Scales,12,0.0068000000000000005
ecommerce,full_ctr,Measuring Tools & Scales,13,0.0062
ecommerce,full_ctr,Measuring Tools & Scales,14,0.00648
ecommerce,full_ctr,Spray Bottles,0,0.00688
ecommerce,full_ctr,Spray Bottles,1,0.00796
ecommerce,full_ctr,Spray Bottles,2,0.0086
ecommerce,full_ctr,Spray Bottles,3,0.009080000000000001
ecommerce,full_ctr,Spray Bottles,4,0.007639999999999999
ecommerce,full_ctr,Spray Bottles,5,0.007239999999999999
ecommerce,full_ctr,Spray Bottles,6,0.00716
ecommerce,full_ctr,Spray Bottles,7,0.00804
ecommerce,full_ctr,Spray Bottles,8,0.008
ecommerce,full_ctr,Spray Bottles,9,0.007520000000000001
ecommerce,full_ctr,Spray Bottles,10,0.00732
ecommerce,full_ctr,Spray Bottles,11,0.0074800000000000005
ecommerce,full_ctr,Spray Bottles,12,0.008320000000000001
ecommerce,full_ctr,Spray Bottles,13,0.00776
ecommerce,full_ctr,Spray Bottles,14,0.00732
ecommerce,full_ctr,TV Antennas,0,0.00312
ecommerce,full_ctr,TV Antennas,1,0.00312
ecommerce,full_ctr,TV Antennas,2,0.00456
ecommerce,full_ctr,TV Antennas,3,0.00488
ecommerce,full_ctr,TV Antennas,4,0.0042
ecommerce,full_ctr,TV Antennas,5,0.00472
ecommerce,full_ctr,TV Antennas,6,0.00596
