iteration,topic,domain,method,generator_model,evaluator,user_level,avg_ctr,best_ctr,worst_ctr,median_ctr,std_ctr,pool_size,n_dropped,n_added_explore,n_added_exploit,eval_time_sec,gen_time_sec,sim_time_sec,total_time_sec
12,Vinson Massif,wikipedia,partial_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.009040000000000001,0.0142,0.0066,0.0084,0.0026785070468453133,5,1,1,0,12.095,1.873,0.041,14.009
13,Vinson Massif,wikipedia,partial_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.01016,0.015,0.0078,0.009,0.002518412198191551,5,1,1,0,12.171,1.485,0.034,13.69
14,Vinson Massif,wikipedia,partial_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.00776,0.0114,0.0056,0.006,0.0025152335875619986,5,1,1,0,12.864,2.716,0.049,15.629
0,Socotra,wikipedia,partial_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.0114,0.017,0.0076,0.011,0.003507705802943001,5,1,1,0,12.528,1.725,0.035,14.289
1,Socotra,wikipedia,partial_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.01304,0.0148,0.0116,0.0126,0.0011825396399275589,5,1,1,0,12.593,3.057,0.04,15.691
2,Socotra,wikipedia,partial_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.014279999999999998,0.0178,0.011,0.0132,0.0026551082840441747,5,1,1,0,12.436,1.58,0.041,14.057
3,Socotra,wikipedia,partial_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.01492,0.0184,0.0108,0.0154,0.0024350770008359076,5,1,1,0,12.878,1.583,0.04,14.502
4,Socotra,wikipedia,partial_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.01432,0.0164,0.0124,0.0142,0.0013059862173851612,5,1,1,0,12.7,1.744,0.033,14.477
5,Socotra,wikipedia,partial_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.014039999999999997,0.0174,0.0104,0.013,0.002657517638699694,5,1,1,0,12.907,1.331,0.049,14.287
6,Socotra,wikipedia,partial_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.014679999999999999,0.018,0.0108,0.0146,0.002682088738278433,5,1,1,0,13.0,1.893,0.045,14.938
7,Socotra,wikipedia,partial_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.013040000000000001,0.015,0.0108,0.0134,0.001433317829373513,5,1,1,0,12.565,1.581,0.062,14.207
8,Socotra,wikipedia,partial_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.013240000000000002,0.0174,0.008,0.0122,0.00354039545813741,5,1,1,0,14.799,1.899,0.038,16.736
9,Socotra,wikipedia,partial_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.015,0.0172,0.0118,0.0154,0.0018889150324988156,5,1,1,0,12.688,1.708,0.044,14.441
10,Socotra,wikipedia,partial_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.01128,0.0132,0.0092,0.0114,0.001661806246227279,5,1,1,0,12.386,1.696,0.038,14.12
11,Socotra,wikipedia,partial_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.013000000000000001,0.0138,0.012,0.0132,0.0005932958789676529,5,1,1,0,12.812,2.938,0.037,15.787
12,Socotra,wikipedia,partial_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.013919999999999998,0.0154,0.0128,0.0138,0.000844748483277715,5,1,1,0,12.393,1.823,0.042,14.258
13,Socotra,wikipedia,partial_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.01244,0.0146,0.0104,0.0126,0.0017130090484291087,5,1,1,0,12.908,1.56,0.041,14.508
14,Socotra,wikipedia,partial_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.01236,0.0138,0.0102,0.0126,0.0012354756169184397,5,1,1,0,12.734,4.354,0.044,17.131
0,Petra,wikipedia,partial_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.009680000000000001,0.0152,0.0074,0.0076,0.0030478845122477983,5,1,1,0,10.894,3.219,0.047,14.161
1,Petra,wikipedia,partial_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.00892,0.0144,0.0052,0.0066,0.003956968536645193,5,1,1,0,11.272,1.964,0.034,13.271
2,Petra,wikipedia,partial_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.01032,0.019,0.0046,0.008,0.0051793435877531815,5,1,1,0,11.409,2.217,0.043,13.668
3,Petra,wikipedia,partial_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.00912,0.0156,0.0044,0.0072,0.0039407613477600995,5,1,1,0,11.791,1.851,0.045,13.687
4,Petra,wikipedia,partial_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.008400000000000001,0.0114,0.0042,0.0098,0.0028677517326295876,5,1,1,0,11.498,2.274,0.042,13.814
5,Petra,wikipedia,partial_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.00844,0.0116,0.0054,0.0086,0.0025215868019959177,5,1,1,0,13.149,2.144,0.052,15.345
6,Petra,wikipedia,partial_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.00984,0.014,0.0062,0.009,0.003218446830382631,5,1,1,0,12.049,2.586,0.047,14.681
7,Petra,wikipedia,partial_ctr,gpt-4o-mini,film_best_dimensions_mpnet,True,0.00772,0.016,0.0044,0.0056,0.004303672850020085,5,1,1,0,12.131,1.783,0.038,13.952
